review,clean_text,sentiment
"I hate this. All the difficulty comes from broken controls and unseeable world map and impossible to guess tricks. Very cool art, but that doesn't make it a clever game. Stuck over and over and over and it's not like in a real game where the reason is because I have to solve the puzzle or memorize the moves. You get stuck because there is no possible way to know what to do. THIS IS NOT A PUZZLE GAME! It violates many game design basics. ""Oh, but the ART"" 🙄",hate difficulty come broken control unseeable world map impossible guess trick cool art make clever game stuck like real game reason solve puzzle memorize move get stuck possible way know puzzle game violates many game design basic oh art face rolling eye,negative
"Sorry to say, but you can't even get a decent amount of time to play this game. Every 30 seconds, mandatory ads pop up. I understand it is free to play but the ads are badly placed. It's just too much. If for anything, this can no longer be called a game, it should've been just an ad board.",sorry say even get decent amount time play game every second mandatory ad pop understand free play ad badly placed much anything longer called game ad board,positive
"Amazing game I have ever play... I can't say a single word for this masterpiece.. Superb.. One request , plz launched part 2.",amazing game ever play say single word masterpiece superb one request plz launched part,positive
This app like many people but this app has many add etc Iwas love This game but in 2024 I hate this game ĺ,app like many people app many add etc iwas love game hate game ĺ,positive
Easy fun game,easy fun game,positive
Game con khẹc cấm chat??? Trong khi nhắn binhc thường dev đằn,game con khẹc cấm chat trong khi nhắn binhc thường dev đằn,negative
Op 😅😅,op grinning face sweat grinning face sweat,positive
Keeps you wanting more,keep wanting,neutral
it is very nice game,nice game,positive
Very nice game 🎯,nice game bullseye,positive
game bị drop fps,game bị drop fps,negative
"Dikisahkan ada seorang anak yang terlantar di sebuah tempat penuh dengan misteri, tujuan anak itu adalah mencari orang tuanya, nama anak tersebut adalah ""Limbo"". Sebuah perjuangan yang tidaklah mudah untuk menemukan jalan keluar dari tempat misterius tersebut yang penuh dengan berbagai macam cobaan, dan dengan perjuangan yang sangat keras akhirnya si ""Limbo"" mampu keluar dari tempat misterius tersebut dan bertemu dengan orang tuanya.",dikisahkan ada seorang anak yang terlantar di sebuah tempat penuh dengan misteri tujuan anak itu adalah mencari orang tuanya nama anak tersebut adalah limbo sebuah perjuangan yang tidaklah mudah untuk menemukan jalan keluar dari tempat misterius tersebut yang penuh dengan berbagai macam cobaan dan dengan perjuangan yang sangat kera akhirnya si limbo mampu keluar dari tempat misterius tersebut dan bertemu dengan orang tuanya,neutral
ok,ok,positive
It is very cheap,cheap,neutral
It makes pple to think more,make pple think,neutral
I love this game,love game,positive
Nice,nice,positive
bacchon ka bevkuf banate hain,bacchon ka bevkuf banate hain,neutral
प्लीज Garena ओल्ड पिक वापस ला दो 😭😭😭😢,प्लीज garena ओल्ड पिक वापस ला दो loudly cry face loudly cry face loudly cry face cry face,negative
"Making fool to players, going to delete this game, because of, this game demand to purchase his offer, i am on stage 329 since last 2 month back. Reasion i not buy his offers",making fool player going delete game game demand purchase offer stage since last month back reasion buy offer,negative
It works,work,neutral
Samad Sgfdfhn Tygg,samad sgfdfhn tygg,neutral
"It's totally not worth it . You only have 3 free planes and that's it . The other planes aren't free . You have to pay for them . This game is a huge scam , dont dowload it !",totally worth free plane plane free pay game huge scam dowload,positive
Best game,best game,positive
it is the best game ever,best game ever,positive
to mant ads,mant ad,neutral
In this game every one hacker are present and in but new player are always defeated Very bad network issu this reason l don't play free fire,game every one hacker present new player always defeated bad network issu reason l play free fire,negative
love,love,positive
When the next update will be for phone?,next update phone,neutral
"I want diamonds,",want diamond,positive
Excellent game,excellent game,positive
This good game but difficult,good game difficult,negative
"Good, but i can't mod with smapi",good mod smapi,positive
Review ২০২৪,review,neutral
I love 💟💟💟 this 💕 game 😍😍😍,love heart decoration heart decoration heart decoration two heart game smiling face heart eye smiling face heart eye smiling face heart eye,positive
I had a lot of fun playing this game. Puzzles are challenging and love the graphics. Hopefully there will be a part 2 in the future.,lot fun playing game puzzle challenging love graphic hopefully part future,positive
"Love this game a lot, love supporting CA by purchasing this game. Only issue I have is a repeated bug where if I use the community centre notice-board when I leave that menu the game glitches, acting like I'm still in menu. Completely paused, cannot move. Only resolution is to restart the app.",love game lot love supporting ca purchasing game issue repeated bug use community centre notice board leave menu game glitch acting like still menu completely paused move resolution restart app,positive
"Got a weird notification for ""the big swallow"" yeah deleting this app .1 star",got weird notification big swallow yeah deleting app star,negative
West game in the world,west game world,neutral
pro,pro,neutral
"I really did like this game until it started crashing tried to email support, got an email back saying to send a support email via the game. I can't when the game crashes 5 seconds after opening. I then replied to the email saying I can't because the game with not run, and got a return email saying we closed your support ticket. So no way for me to tell support your game is not working.",really like game started crashing tried email support got email back saying send support email via game game crash second opening replied email saying game run got return email saying closed support ticket way tell support game working,positive
